run_id,model,threshold,test_roc_auc,test_f1,test_precision,test_recall,metrics_path,model_path
20260303_213456,xgb,0.25,0.8384509363721617,0.691358024691358,0.7567567567567568,0.6363636363636364,artifacts/models/metrics_xgb_20260303_213456.json,artifacts/models/model_xgb_20260303_213456.joblib
20260303_213447,rf,0.6,0.81540040921879,0.5093457943925234,0.9083333333333333,0.3538961038961039,artifacts/models/metrics_rf_20260303_213447.json,artifacts/models/model_rf_20260303_213447.joblib
20260303_213458,cat,0.35,0.7918383585779647,0.656934306569343,0.75,0.5844155844155844,artifacts/models/metrics_cat_20260303_213458.json,artifacts/models/model_cat_20260303_213458.joblib
20260303_213447,tree,0.05,0.7656121231066526,0.6704288939051919,0.513840830449827,0.9642857142857143,artifacts/models/metrics_tree_20260303_213447.json,artifacts/models/model_tree_20260303_213447.joblib
20260303_213446,logreg,0.05,0.5112357554917729,0.06153846153846154,0.5882352941176471,0.032467532467532464,artifacts/models/metrics_logreg_20260303_213446.json,artifacts/models/model_logreg_20260303_213446.joblib
20260303_213445,dummy,0.95,0.5,0.5740913327120224,0.40261437908496733,1.0,artifacts/models/metrics_dummy_20260303_213445.json,artifacts/models/model_dummy_20260303_213445.joblib
